latitude,longitude,avg_rating,num_of_reviews,CreditCards,OutdoorSeating,TakeOut,cat_restaurante brasileño,cat_restaurante caribeño,cat_restaurante centroamericano,cat_restaurante chileno,cat_restaurante colombiano,cat_restaurante cubano,cat_restaurante dominicano,cat_restaurante ecuatoriano,cat_restaurante latinoamericano,cat_restaurante mexicano,cat_restaurante paraguayo,cat_restaurante peruano,cat_restaurante puertorriqueño,cat_restaurante uruguayo,cat_restaurante venezolano,cluster
40.6313452,-73.94609799999999,4.5,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
26.014138,-80.208124,4.3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.996811699999995,-118.1481783,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.6752558,-73.81403,4.5,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33.8930583,-118.351765,4.8,6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32.9453502,-97.129831,3.4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.3570809,-98.5212229,4.3,18.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
40.656014,-73.5830067,4.4,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
42.0989298,-88.272369,4.5,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
28.1268939,-82.7407408,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.7538801,-95.8509716,4.0,48.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.0268173,-118.3931825,4.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.839306,-118.3917182,4.2,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.9384082,-95.4070919,4.7,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.3012768,-118.4629583,3.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
31.624391,-97.1017169,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
32.814909199999995,-96.9761566,3.7,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
40.6862139,-73.7013233,4.7,15.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
41.9653365,-87.9978624,4.3,55.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
40.6264845,-74.075422,4.3,47.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
29.846812,-95.703352,5.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
37.6856073,-122.4001359,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.5041713,-97.6937075,2.9,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
27.9816691,-81.9574344,4.8,55.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25.5989008,-80.35443959999999,4.3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.3253588,-121.898537,5.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.307118,-121.8995972,3.8,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40.9969699,-73.66550149999999,4.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
26.2134987,-97.9624833,4.5,124.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
42.1117744,-88.29588319999999,3.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
37.8061634,-122.4223441,4.5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.6401341,-74.01951369999999,4.4,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
37.9275935,-122.3205368,4.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.211855,-118.463108,5.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.744381,-73.9108569,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
32.9417282,-96.380675,4.4,53.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
32.7710336,-117.0702359,4.2,38.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.6234201,-121.0188762,3.7,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.0918069,-117.4469667,4.3,17.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.9782388,-95.4898087,3.8,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
25.808324,-80.2722069,3.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40.6470029,-74.0081807,4.6,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
34.0522135,-118.2764878,4.8,14.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.7358333,-117.8844444,3.7,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41.9902035,-87.66976199999999,4.2,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
32.7999704,-96.8049149,5.0,5.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
32.684322,-114.598436,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.0819621,-117.6891107,3.9,30.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.7324989,-117.8863074,3.8,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.6346212,-73.962154,3.9,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
35.2437675,-120.6853549,4.7,35.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.7700243,-117.2527426,4.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.6620244,-73.8868268,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
40.7043335,-73.9104782,3.9,28.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
33.9871747,-118.1881757,3.1,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.4210722,-97.6280575,3.9,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.7173846,-95.5100767,4.7,98.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.605069,-95.4642863,4.4,23.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
35.9649821,-119.2922385,4.6,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.4502428,-112.3599344,4.7,36.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.590862,-81.8713574,3.8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26.2111123,-80.15629009999999,4.7,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.8053801,-73.9148569,4.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.7233661,-73.9945364,4.6,18.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34.200379,-118.4322374,4.8,14.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.894877,-96.6833496,4.7,34.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.7384074,-118.2880763,3.8,58.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.8856338,-95.536941,2.7,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26.2418115,-80.14922159999999,3.9,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37.6072901,-120.9939017,4.2,68.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.978377,-118.2912146,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27.4319445,-82.54697019999999,4.7,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31.4724064,-111.001141,3.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.6791761,-97.2701901,4.6,68.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.930729,-117.558152,3.9,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.7327903,-80.3356063,4.2,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.6978759,-73.9267959,4.4,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.6560747,-73.5870212,3.7,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.8670641,-73.3220152,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
28.0353528,-82.01743689999999,4.4,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29.7373319,-95.60486,4.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
38.4409817,-90.1377425,4.7,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
29.7344586,-95.4046494,4.9,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26.3674786,-80.0763765,4.1,57.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.2831912,-118.4401547,4.8,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.513407,-80.478359,4.3,46.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34.0331421,-118.2457837,4.2,35.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.194217,-118.4668819,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.028858,-80.168955,4.4,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.9097168,-73.7912213,4.6,108.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
32.7228042,-97.3319848,4.4,24.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.2623655,-96.7842858,2.3,26.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
30.294462,-95.456777,3.5,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.8958549,-97.9648132,5.0,38.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
42.0192697,-87.6821435,4.7,34.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
31.8306501,-106.4448006,4.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
32.7168704,-96.8780172,4.6,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.6967595,-117.8282987,4.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.9344953,-97.4863441,4.5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
27.5484957,-82.5626723,4.9,18.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.6587426,-73.697085,5.0,46.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29.9043732,-95.4350548,4.8,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
35.3830556,-119.0547222,4.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.1846144,-101.7143466,4.5,58.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.4661226,-112.1197686,4.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.2751073,-89.88248639999999,4.6,56.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
28.3335965,-81.51676049999999,3.1,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32.5482655,-116.9737955,3.5,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.0811407,-117.4624371,3.9,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.842124,-73.92464,3.4,34.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
34.2012836,-118.4752028,3.1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.7571322,-73.8718293,4.4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
33.712863899999995,-117.8698196,4.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42.01013,-88.0789028,4.3,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
32.902984499999995,-96.0058455,4.9,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
32.9030172,-96.005824,4.8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
40.8150391,-73.9407367,4.5,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
30.1891267,-97.6861931,4.2,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
40.8525815,-73.8880187,4.8,58.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
26.2725457,-80.0986887,3.5,18.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37.973491,-121.302158,4.3,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.6875303,-97.0938353,4.2,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.003416699999995,-118.2400056,5.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.9940754,-118.2780823,4.4,37.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37.5672997,-122.3194052,3.9,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.7182408,-73.988107,4.2,16.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
32.8731343,-117.2175621,3.4,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28.9958795,-95.328333,4.3,35.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.5051316,-98.4581639,4.8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
29.5833732,-97.9646381,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.034568,-118.257467,3.8,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29.7844909,-95.3356188,4.5,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.4260862,-117.376176,3.6,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.6084171,-74.0048279,5.0,8.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
30.3562364,-103.6610164,4.4,48.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
32.776646,-97.2079916,5.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
37.3518967,-121.8709604,4.6,36.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.2992488,-81.75124819999999,3.7,38.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27.8794164,-82.5062741,4.2,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35.1912095,-111.6351416,4.0,15.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.7394705,-73.79023649999999,4.3,37.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
29.719697,-95.488439,3.9,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
29.4280029,-95.2446961,4.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
41.8933663,-87.6339,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
25.9335235,-97.4934523,5.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.4502331,-112.0707808,3.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
41.3198498,-74.1764063,4.8,18.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
29.7070266,-95.5139525,4.1,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
32.2146253,-102.1340533,4.8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.966341,-118.256726,4.2,58.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.778697,-96.8415337,4.4,54.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
30.6370721,-97.6782753,3.5,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
37.5109248,-122.2655084,4.0,17.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
40.7491183,-73.8686718,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
29.8029427,-95.4126295,4.7,38.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
41.935566,-88.766576,3.4,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
40.7506142,-73.906528,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
37.3856331,-120.7213674,4.3,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
39.6869178,-123.4814696,4.6,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.7208613,-97.1463706,4.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
31.7075972,-106.3152558,3.8,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
26.9346116,-80.106521,4.1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30.675651,-96.3810853,4.8,14.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.427624,-112.590456,4.4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.6080184,-117.067295,3.9,17.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38.0094985,-121.3194022,4.8,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.894177,-97.2640304,4.3,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.0722423,-118.3597184,4.7,8.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36.6078487,-121.9232089,4.7,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32.4752082,-99.7281793,4.7,15.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.164698099999995,-118.362022,4.8,38.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34.0805853,-118.2698419,4.4,16.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
32.6541144,-97.3633678,4.6,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
34.0481627,-118.3494339,3.7,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.9598212,-99.8024758,4.1,38.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
40.6997229,-73.9116584,4.1,28.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.7094055,-73.9556913,4.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
30.2522988,-95.3285321,4.9,13.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
41.9241989,-87.7621289,4.5,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
30.8087596,-101.2982677,4.2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
33.7371544,-117.8681543,4.6,71.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25.745692,-80.39014,4.0,48.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.6926226,-73.9884258,3.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.6926226,-73.9884258,4.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
40.6493658,-73.9201717,4.6,55.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
40.6390178,-73.91897589999999,3.8,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
33.778884,-118.2757547,4.8,18.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33.0268938,-96.7971735,4.2,24.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
40.7418088,-74.0007476,5.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
32.2159294,-111.0501752,4.4,18.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
37.7809156,-122.4201915,3.2,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
